stop_lat,stop_lon,type,multimodal
28.540209,77.050937,Bus,Bharthal Village(DC5443_2797)
28.6980152166006,77.0338767165297,Bus,Rani Khera Depot III(DC4957_2798)
28.682567,77.33155,Bus,Saiyyad Nagar Dilshad Garden(DC0086_2799)
28.680817,77.327867,Bus,Old Seema Puri(DC3661_2800)
28.679458,77.324621,Bus,JandK Pocket Dilshad Garden(U03755_2801)
28.66785,77.32135,Bus,Surya Nagar(DC4228_2803)
28.6691,77.318717,Bus,Vivek Vihar Girls School(DC4229_2804)
28.670583,77.3159,Bus,Vivek Vihar ITI(DC4230_2805)
28.668283,77.314498,Bus,Vivek Vihar Terminal(DC4231_2806)
28.665367,77.314167,Bus,Vivekanand Mahila College(DC4233_2807)
28.66605,77.310783,Bus,ESI Hospital(DC4234_2808)
28.666583,77.307017,Bus,PS Vivek Vihar(DC4235_2809)
28.66655,77.304667,Bus,Satyam Enclave / Jhilmil DDA Flats(DC4236_2810)
28.661333,77.303717,Bus,Suraj Mal Vihar(DC4226_2811)
28.6543,77.299583,Bus,KarKarDooma Court(DC4227_2812)
28.642917,77.297183,Bus,Karkardooma Crossing(U03494_2813)
28.623715,77.239316,Bus,Tilak Bridge(U02890_2814)
28.619682,77.236336,Bus,Supreme Court(U02855_2815)
28.61643,77.233868,Bus,Patiala House(U02830_2816)
28.608467,77.227917,Bus,Shajahan Road UPSC(U02736_2817)
28.6033331,77.2272001,Bus,Humayun Road / Khan Market(U99919_2818)
28.601017,77.22945,Bus,Sujan Singh Park(U02770_2819)
28.599233,77.228567,Bus,Sujan Singh Park(U02752_2820)
28.596683,77.228717,Bus,Bharti Nagar(U02757_2821)
28.592183,77.228983,Bus,Dayal Singh College(U02760_2822)
28.590346,77.220414,Bus,Lodhi Garden / Mousam Bhawan(U02602_2823)
28.569183,77.191283,Bus,Africa Avenue(U02085_2824)
28.568081,77.189577,Bus,Bhikaji Cama Place(U02044_2825)
28.558393,77.187302,Bus,RK Khanna Tennis Stadium(DC4108_2826)
28.562952,77.178481,Bus,RK Puram Sec 1(DC3759_2827)
28.5213161118363,77.1830467251885,Bus,Mehrauli Terminal(U01915_2828)
28.527152,77.189916,Bus,Lado Sarai Crossing(DC4510_2829)
28.856794,77.052383,Bus,Lampur Border(DC5024_2831)
28.852483,77.065004,Bus,Lampur Village(DC5023_2832)
28.851954,77.067445,Bus,Lampur School(DC5020_2833)
28.851165,77.073496,Bus,Sarvodaya Vidyalaya Bankner(DC5018_2834)
28.673217,77.169483,Bus,Inderlok Metro Station(U01732_2835)
28.6708,77.1667,Bus,Inderlok(DC0073_2836)
28.66897,77.163691,Bus,Zakhira (Rohtak Road)(DC5166_2837)
28.672202,77.150509,Bus,Jai Dev Park(DC5033_2838)
28.6617404611665,77.0490201063474,Bus,Rishal Garden(DC4371_2839)
28.655863,77.040725,Bus,Ranhola Village(DC4373_2840)
28.6544874713735,77.0379903076206,Bus,Ranhola II(DC4374_2841)
28.653451,77.035625,Bus,PS Ranhola(DC4375_2842)
28.652152,77.032675,Bus,BrahmPuri Colony(DC4376_2843)
28.6101658858707,76.9713012429472,Bus,Prem Nursary(DC3548_2844)
28.59209,76.886048,Bus,Bakkar Garh Crossing(U00021_2845)
28.578206,76.879831,Bus,Kazipur Village(U00016_2846)
28.569488,76.875407,Bus,Issapur Xing(U00014_2847)
28.563366,76.871905,Bus,AIR Force Station(U00012_2848)
28.557721260611,76.8687364561742,Bus,Dhansa Village(U00010_2849)
28.5575858299863,76.8627591969578,Bus,Dhansa School(U00003_2850)
28.5623589306597,76.8427716601981,Bus,Dhansa Border (T)(U00001_2851)
28.819901,77.063707,Bus,Sannoth Crossing / Ghoga Crossing(DC4532_2852)
28.825515,77.069757,Bus,Kaushal Devi Netraheen Ashram(DC4533_2853)
28.832922,77.076468,Bus,Bharat Mata School(DC4534_2854)
28.835746,77.079296,Bus,Maharaja Agrassen School(DC4535_2855)
28.842683,77.088691,Bus,New Anaj Mandi Xing(DC4536_2856)
28.86145,77.0956,Bus,Narela A-6 / CPJ College(DC5062_2857)
28.86457,77.09847,Bus,Sec A 5 and 8 Narela Desu Colony(DC5064_2858)
28.86136,77.10151,Bus,Police Colony Narela(DC5066_2859)
28.85753,77.10594,Bus,Radha Swami Satsang Narela(DC5070_2860)
28.85747,77.10843,Bus,Gurudwara Nanak Nirankari Dera Sant Baba Resham Singh Ji(DC5072_2861)
28.85649,77.12499,Bus,Singhu Border GT Road(DC5076_2862)
28.85455,77.12533,Bus,Singhu Village Crossing(DC5078_2863)
28.852475,77.130634,Bus,Singhu Village(DC5392_2864)
28.862175,77.138266,Bus,Singhu School (T)(DC5394_2865)
28.691667,77.101167,Bus,West Enclave Terminal(DC3953_2866)
28.687983,77.114367,Bus,MTNL Saraswati Vihar(DC3955_2867)
28.684133,77.12625,Bus,Rani Bagh(U99949RB_2870)
28.683452,77.136514,Bus,Mahindra Park(U01324_2873)
28.685504,77.141264,Bus,Samrat Enclave(U01382_2874)
28.68506,77.144841,Bus,Shakur Pur(U01433_2875)
28.640283,77.206933,Bus,Panchkuian Road(U02372_2877)
28.6381,77.2108,Bus,Kalawati Hospital(U02452_2878)
28.6361752,77.2141483,Bus,Sucheta Kriplani Hospital(U02488_2879)
28.620183,77.2903,Bus,Dharma Apartment(U03433_2880)
28.621733,77.294533,Bus,Govt Model School / Ambedkar Park(U03475_2881)
28.623,77.2983,Bus,Press Apartment(U03502_2882)
28.6239,77.3012,Bus,Saraswati Kunj(U03528_2883)
28.6253,77.3051,Bus,Ras Vihar(U03570_2884)
28.62675,77.30935,Bus,Parivar Apartment(U03609S_2885)
28.6288,77.3089,Bus,Vijaya Laxmi Apartment(U40001A_2886)
28.6299,77.3067,Bus,Balco Apartment(U03588_2887)
28.6322,77.3047,Bus,Himalaya Apartment(U03564_2888)
28.6312,77.3017,Bus,Neethi Apartment(U03537_2889)
28.633,77.299,Bus,Chandar Vihar(U03505_2890)
28.6347,77.3022,Bus,Ashirwad Apartment(U03542_2891)
28.801139,77.037544,Bus,Bawana Dispensary(DC4527_2899)
28.803459,77.042622,Bus,DSIDC Bawana Sec 2(DC4528_2900)
28.575983,77.008514,Bus,Taj Pur Khurd(DC4748_2901)
28.739083,76.998467,Bus,Ladpur School(DC4669_2904)
28.745749,76.978089,Bus,Jonti Crossing(DC5221_2905)
28.660051,77.22789,Bus,Old Delhi Railway Station (Terminal)(U02699_2906)
28.713132,77.109182,Bus,Chhoturam Park Rohini Sec 5(DC3753_2907)
28.709118,77.105517,Bus,Visram Chowk(U01017_2908)
28.706174,77.102916,Bus,Rohini Sec-3/4 Xing(U00997_2909)
28.7034945404117,77.1005465805467,Bus,Avantika Sec 1(U00959_2910)
28.697965,77.083811,Bus,Mangol Puri J Block(DC3676_2911)
28.694702,77.082072,Bus,Mangolpuri K Block (Sanjay Gandhi Hospital)(DC3675_2912)
28.6927,77.082,Bus,Mangolpuri S Block(U00745_2913)
28.6923,77.2084,Bus,Patel Chest(U02399_2914)
28.699194,77.203386,Bus,New Police Lines(U02245_2915)
28.70271,77.193708,Bus,Alpana Cinema (Model Town Mtr Stn)(U02124_2916)
28.704042,77.190535,Bus,Model Town II(U02074_2917)
28.705905,77.185185,Bus,Model Town III(U01977_2918)
28.707269,77.180917,Bus,Azadpur Metro Station(U01903_2919)
28.576279,77.008851,Bus,Taj Pur Khurd(DC4747_2920)
28.565657,77.003299,Bus,Chhawla Village School(DC4749_2921)
28.562304,76.967114,Bus,Pandwala Khurd(DC4457_2922)
28.5670407245873,76.9611487565175,Bus,Pandwala Kalan (T)(DC4459_2923)
28.8000411017343,77.0356114759466,Bus,Bawana Village Narela Road(DC4563_2924)
28.758855,76.967482,Bus,Tatesar Gurukul(DC4677_2933)
28.8309166666667,77.0073666666667,Bus,Harewali Gaon(U00315HV_2934)
28.81855,77.003033,Bus,Harewali Crossing(U00309_2935)
28.812783,77.00915,Bus,Dariyapur Gaon(U00349_2936)
28.746817,77.087767,Bus,Krishna Colony(DC3857_2937)
28.737876,77.083138,Bus,Deep Vihar(DC3858_2938)
28.735182,77.086984,Bus,Prehlad Vihar (Deep Vihar) Rohini Sec 25(DC3859_2939)
28.726983,77.080267,Bus,Power House Rohini Sec 24(DC0049_2941)
28.719975,77.069,Bus,Rohini Sec 20/21/22 Crossing(DC0046_2942)
28.678182,77.094671,Bus,Peera Garhi Chowk(U00900_2943)
28.675005,77.093956,Bus,Peera Garhi Depot(U00891_2944)
28.665539,77.09239,Bus,Sundar Apartments(U00869_2945)
28.66375,77.092192,Bus,Sunder Vihar(U00860_2946)
28.658924,77.091303,Bus,Meera Bagh(U00849_2947)
28.6572,77.0908,Bus,Meera Bagh Apartment(U00839_2948)
28.652607,77.087634,Bus,Keshopur Depot(U00802_2949)
28.647115,77.084796,Bus,Major Bhupinder Singh Nagar(U00774_2950)
28.645917,77.084483,Bus,CRPF Camp(U00767_2951)
28.642478,77.083209,Bus,Manohar Nagar(U00755_2952)
28.639163,77.081872,Bus,Krishna Park(U00742_2953)
28.635278,77.080741,Bus,Kangra Niketan(U00722_2954)
28.632805,77.08128,Bus,District Centre Outer Ring Road(U00730_2955)
28.585933,77.221367,Bus,Lodhi Colony(U02617_2956)
28.577917,77.198967,Bus,Sarojini Nagar Market(DC4871_2958)
28.62985,77.306917,Bus,Balco Apartment(U03591_2960)
28.6289,77.309017,Bus,Vijaya Laxmi Apartment(U03610_2961)
28.626417,77.3091,Bus,Parivar Apartment(U03609_2962)
28.6253,77.3057,Bus,Ras Vihar Apartment (PS Madhu Vihar)(U03578_2963)
28.623867,77.301483,Bus,Saraswati Kunj(U03531_2964)
28.62285,77.2983,Bus,Press Apartment(U03503_2965)
28.663528,77.155197,Bus,Swatantra Bharat Mills(U01544_2967)
28.6717,77.1732,Bus,Shastri Nagar Shiv Mandir(U01788_2968)
28.683817,77.208065,Bus,Kirodi Mal College(U99803A_2969)
28.677207,77.207926,Bus,Malka Ganj Terminal(U02390_2970)
28.6738,77.2073,Bus,Gali Daak Khana(U02376_2971)
28.669033,77.207983,Bus,Thana Sabji Mandi / Ice Factory(U02392_2972)
28.558804,77.173749,Bus,Munirka Village (T)(U01795_2973)
28.561028,77.175762,Bus,R K Puram Nab(U01821_2974)
28.5761,77.2099,Bus,Kidwai Nagar (INA Colony)(U02435_2975)
28.601931,77.222648,Bus,J and K House(U02632_2976)
28.6059,77.2259,Bus,Humayun Road Khan Mkt Metro Stn(DC0085_2977)
28.607322,77.226926,Bus,Shahjahan Road UPSC(U02720_2978)
28.616444,77.23376,Bus,Patiala House(U02828_2979)
28.621839,77.237718,Bus,Supreme Court(U02874_2980)
28.624049,77.239332,Bus,Tilak Bridge(U02889_2981)
28.6317,77.2979,Bus,Government Senior Secondary School(U03501_2985)
28.6896333333333,77.0820166666667,Bus,T Block Mangol Puri(U00753_2986)
28.692463,77.081984,Bus,Mangol Puri S Block(U00743_2987)
28.69275,77.077417,Bus,Sultan Puri AB Block Extension(DC3673_2988)
28.6954,77.0735,Bus,Jalebi Chowk Sultan Puri AB Block(U00654_2989)
28.7005,77.0753,Bus,Sultanpuri D Block(U00668_2990)
28.7016,77.0752,Bus,Sultanpuri C Block(U00666_2991)
28.6517,77.1565,Bus,Shadipur Colony(U01554_2993)
28.6487,77.1512,Bus,Naraina Depot(U01497_2994)
28.6442,77.1477,Bus,Bentex(U01465_2995)
28.59996,76.914581,Bus,Rawta Crossing (Dhansa Road)(DC5499_2996)
28.5733842,76.9083067,Bus,Ujwa School(DC4010_2997)
28.682008,77.223676,Bus,IP College (GT Road)(DC5104_3002)
28.680845,77.228056,Bus,Metcalfe House(U02750_3003)
28.669249042819,77.2322929318362,Bus,ISBT Kashmere Gate (ORR)(DC0051_3004)
28.664865,77.235453,Bus,Yamuna Bazaar(U02849_3005)
28.664833,77.235433,Bus,Yamuna Bazaar(DC5105_3006)
28.660421,77.245627,Bus,Vijay Ghat By Pass(DC5106_3007)
28.650956,77.25196,Bus,Geeta Colony Pul(DC0020_3008)
28.64601,77.24709,Bus,Shakti Sthal(DC5107_3009)
28.529719,76.881163,Bus,Galib Pur Village(DC4786_3010)
28.531319,76.883825,Bus,Galib Pur Piyau(DC4790_3011)
28.525433,76.887483,Bus,Amrawati Piyau Galib Pur Road(DC4788_3012)
28.641017,77.135367,Bus,Fire Station Kirti Nagar(U01326_3015)
28.6485671,77.1429001,Bus,PS Kirti Nagar(U01414_3016)
28.700902,77.218632,Bus,DDA Flats Lucknow Road(U02558_3018)
28.7104033611159,77.2237606138233,Bus,Nehru Vihar Terminal(U99980A_3019)
28.665829,77.222113,Bus,Mori Gate Terminal(ST2148_3020)
28.6321,77.3161,Bus,Gazipur Village(U03668_3021)
28.630817,77.316617,Bus,SFS Quarter Gazipur(U03685_3022)
28.626833,77.316633,Bus,NHW-24 Xing (Gazipur Xing)(U03687_3023)
28.621931,77.302238,Bus,East Vinod Nagar Depot(U99782_3024)
28.6198,77.295283,Bus,Sanjay Lake Trilokpuri(DC0125_3025)
28.5670787716821,76.9613050879626,Bus,Pandwala Kalan (T)(DC4460_3026)
28.76641,77.0161,Bus,Prem Piyau(DC5163_3027)
28.76971,76.99878,Bus,Majra Dabas Village(DC5162_3028)
28.75891,76.99914,Bus,Chand Pur Majra School(DC5160_3029)
28.75339,77.00776,Bus,Chand Pur Village(DC5157_3030)
28.75148,77.00988,Bus,Chand Pur Village(DC5156_3031)
28.685266,76.994167,Bus,Ghevra Crossing Rohtak Road(DC101_3032)
28.644193,77.113304,Bus,Tagore Garden Metro Station / Tatarpur(U99894_3034)
28.5571929,77.0912661,Bus,IGI Airport Terminal 2 (Air India Office)(DC4145_3036)
28.5545558188545,77.1034318436383,Bus,Cargo / Express Terminal Gate(DC4143_3037)
28.5489297474105,77.1050547956717,Bus,Centaur Hotel / New Custom House(DC4148_3038)
28.5482264,77.1212054,Bus,AeroCity Metro Station(DC4151_3039)
28.575087,77.160082,Bus,Vasant Village(U01606_3040)
28.573033,77.1634,Bus,Shanti Niketan / RK Puram Sec 8(U01631_3041)
28.57778,77.174089,Bus,South Moti Bagh(U01801_3042)
28.574858,77.189833,Bus,Sarojini Nagar Depot(DC4153_3043)
28.578472,77.189692,Bus,M Block Sarojini Nagar(DC4155_3044)
28.58385,77.192083,Bus,Chanakya Bhawan(DC4157_3045)
28.5862,77.1934,Bus,Vinay Marg(U02104_3046)
28.5944,77.196,Bus,Ashoka Hotel(U02135_3047)
28.5966,77.2033,Bus,Race Course(U02282_3048)
28.588083,77.233667,Bus,CGO Complex(DC3651_3049)
28.568315,77.18357,Bus,RK Puram Crossing(U01935_3050)
28.56436,77.18025,Bus,RK Puram Sec-1(U01885_3051)
28.565608,77.177088,Bus,Mohan Singh Market(U01831_3052)
28.570577,77.172762,Bus,R K Puram Sec-7(U01782_3053)
28.5718196,77.1697715,Bus,R K Puram Sec 8 / 9(U01722_3054)
28.574718,77.168577,Bus,R K Puram Sec 9(DC4191_3055)
28.572969,77.163914,Bus,Shanti Niketan(DC4192_3056)
28.546759,76.963266,Bus,Daulat Pur Village(DC4442_3057)
28.674286,77.287117,Bus,Shahdara Terminal(U03396_3058)
28.642117,77.29625,Bus,New Rajdhani Enclave(DC0108_3059)
28.5873,77.2295,Bus,Pragati Vihar(U02777_3060)
28.56035,77.164417,Bus,Vasant Lok(U01648_3061)
28.560417,77.1611,Bus,Vasant Vihar F Block Poorvi Marg(DC3756_3062)
28.559967,77.157317,Bus,Modern School  Vasant Vihar F Block(DC3757_3063)
28.5587,77.158117,Bus,Indian AirLines/Priya Cinema(U01630_3064)
28.554792,77.164694,Bus,CPWD Colony Vasant Vihar(U01654_3065)
28.627983,77.244433,Bus,ITO(U02973_3066)
28.59995,77.1249,Bus,Chhawani Hospital(DC3666_3067)
28.608903,77.106125,Bus,Nangal Raya DDA Market(DC4255_3068)
28.613317,77.098433,Bus,C6 B Janakpuri(DC4256_3070)
28.637742,77.146238,Bus,Inderpuri Krishi Kunj Terminal(U01458IP_3073)
28.637034,77.146835,Bus,Inder Puri Krishi Kunj(U01458_3074)
28.632,77.1491,Bus,Inder Puri JJ Colony(U01475_3075)
28.6288,77.1512833333333,Bus,Inderpuri ABlock(U01496_3076)
28.6265,77.1535,Bus,AIR Station(U01522_3077)
28.624,77.1565,Bus,Todapur Village(U01555_3078)
28.6233,77.1598,Bus,Todapur Village(U01600_3079)
28.6255,77.1621,Bus,NASC Dasghara(U01617_3080)
28.63,77.1667,Bus,Pusa Quarters(U01691_3081)
28.6314,77.1711,Bus,Janak Vihar(U01760_3082)
28.63445,77.174067,Bus,R Block Rajendra Nagar(U01803_3083)
28.6379,77.1744,Bus,N.P.L Colony(U01806_3084)
28.6404,77.1742,Bus,East Patel Nagar(U01804_3085)
28.6261,77.2207,Bus,Tolstoy Marg(U02587_3086)
28.615573,77.218697,Bus,National Archives(U02575_3088)
28.611125,77.218396,Bus,National Muesum(U02562_3089)
28.602461,77.217855,Bus,Claridges Hotel(U02555_3090)
28.59745,77.220083,Bus,Prithviraj Road Crossing(U02591_3091)
28.5955,77.2235,Bus,Max Mueller Marg(U02640_3092)
28.592,77.2237,Bus,Lodhi Road Crossing(U02644_3093)
28.5627268939352,77.2328146933819,Bus,Central School (MCKR)(U99990MC_3094)
28.5532282549343,77.2283399836311,Bus,Siri Fort Road(U02751_3095)
28.5471627111642,77.2294641963357,Bus,Krishi Vihar(U02773_3096)
28.538980919555,77.2323039754287,Bus,Chirag Delhi(U02810_3097)
28.5337124468747,77.232209615186,Bus,Sheikh Sarai Phase II(U02812_3098)
28.707663,77.178197,Bus,Azadpur Terminal(U01855_3101)
28.85513,77.08893,Bus,Safiyabad Crossing(DC5269_3102)
28.863,77.08554,Bus,Sanjay Colony (Safiabad)(DC5265_3103)
28.871125,77.081181,Bus,Safiabad Border(DC5266_3104)
28.567312,76.98203,Bus,Rewla Khanpur Village(DC5277_3105)
28.572151,76.980825,Bus,Rewla Khanpur Crossing(DC5278_3106)
28.623067,76.9206,Bus,Kair Village(DC3529_3109)
28.667383,77.1642,Bus,Zakhira(U01646_3110)
28.664617,77.15805,Bus,DCM Chemical(U01596_3111)
28.663167,77.154733,Bus,Swatantra Bharat Mills(U01535_3112)
28.661933,77.1519,Bus,Campa Cola(U01511_3113)
28.60791,77.08215,Bus,Dabri Village(DC4838_3114)
28.60649,77.08123,Bus,Vijay Enclave (Palam-Dabri Road)(DC4840_3115)
28.603544,77.082855,Bus,Dashrath Puri(DC4842_3116)
28.600883,77.08215,Bus,Mahaveer Enclave III(DC4845_3117)
28.596604,77.081069,Bus,Sulabh International Centre(DC4847_3118)
28.57894,77.07655,Bus,National Malariya Research Centre (Dwarka)(DC4923_3119)
28.57776,77.07715,Bus,Dada Dev Mandir(DC4924_3120)
28.57631,77.07591,Bus,National Malariya Research Centre (Dwarka)(DC4925_3121)
28.57603,77.07162,Bus,Dwarka Sec-8 DTC Depot(DC4926_3122)
28.5726,77.06932,Bus,Bagdola Village(DC4927_3123)
28.5688694,77.0682161,Bus,Dwarka Sec 8(DC4928_3124)
28.56403,77.06319,Bus,Dwarka Sec-20/21 Crossing(DC4934_3125)
28.558105,77.062254,Bus,Dwarka Sec 22 Vivanta Hotel(DC4287_3126)
28.55381,77.05864,Bus,Dwarka Sec-21 Crossing(DC4183_3127)
28.5985889521003,76.9363090139898,Bus,Surehra Village(DC4507_3133)
28.626694,77.215909,Bus,Jantar Mantar (Tolstoy Marg)(DC5273_3136)
28.626434,77.220328,Bus,Tolstoy Marg(DC5274_3137)
28.62791,77.22543,Bus,Tolstoy Marg Barakhamba Crossing(DC5275_3138)
28.53961,77.029765,Bus,Bamnoli More(DC3882_3139)
28.553257,77.035022,Bus,Dhool Siras(U00542DS_3140)
28.559093,77.043444,Bus,Pochan Pur Village(DC3887_3141)
28.532242,76.92242,Bus,Ghuman Hera Village(DC4418_3143)
28.774073,77.102444,Bus,Khera Khurd Village(DC5189_3144)
28.774034,77.104084,Bus,Rishi Dharmarth Chikitsalaya(DC5187_3145)
28.772384,77.115238,Bus,Khera Kalan Gaon(DC5185_3146)
28.771996,77.117688,Bus,Khera Kalan School(DC5183_3147)
28.772102,77.121948,Bus,Khera Garhi(DC5181_3148)
28.771942,77.142956,Bus,Nangli Poona More(DC5179_3149)
28.599755,77.211328,Bus,Police Station Tughlaq Road(U99872_3151)
28.862032,77.138075,Bus,Singhu School (T)(DC5395_3152)
28.852391,77.130486,Bus,Singhu Village(DC5393_3153)
28.810257,77.13728,Bus,Bakauli Village (GT Road)(DC5059_3157)
28.803971,77.143083,Bus,Shani Mandir / Palla Crossing(DC5060_3158)
28.642776,77.223689,Bus,New Delhi Railway Station Gate 2(U02649_3159)
28.5964,77.2029,Bus,Race Course(U02269_3160)
28.5941,77.1962,Bus,Ashoka Hotel(U02141_3161)
28.5864,77.1937,Bus,Vinay Marg(U02115_3162)
28.583514,77.192146,Bus,Chanakya Bhawan(DC4158_3163)
28.578454,77.189969,Bus,M Block Sarojini Nagar(DC4156_3164)
28.573407,77.189995,Bus,Sarojini Nagar Depot(DC4154_3165)
28.683241,77.02768,Bus,Mundka School (Rani Khera Road)(DC4906_3167)
28.686538,77.025783,Bus,Friends Enclave Mundka(DC4907_3168)
28.691426,77.027617,Bus,Mundka Railway Station(DC4908_3169)
28.809983,76.968517,Bus,Jawahar Navodya School(DC4912_3170)
28.818017,76.974033,Bus,Mungeshpur Village(DC4913_3171)
28.821633,76.97865,Bus,B.R. International School(DC4914_3172)
28.828984,76.988165,Bus,Auchandi Border(DC4915_3173)
28.821535,76.995027,Bus,Auchandi Village(DC4916_3174)
28.8202,76.998117,Bus,Auchandi Sarvodaya School(DC4917_3175)
28.635267,77.092767,Bus,Tilak Nagar(U00878_3177)
28.5327841556674,76.91971860938,Bus,Ghumman Heera Village(U00058_3180)
28.5318,76.9073,Bus,Jhuljhuli X-Ing(U00037_3181)
28.526533,76.90365,Bus,Rawta Village(U00033_3182)
28.632583,77.215467,Bus,Shivaji Stadium Terminal(U99895_3184)
28.825918,77.173554,Bus,Bakhtawarpur Primary School(DC5228_3186)
28.837513,77.171728,Bus,Tajpur Kalan Village(DC5226_3187)
28.871233,77.081302,Bus,Safiabad Border(DC5267_3188)
28.86293,77.08579,Bus,Sanjay Colony (Safiabad)(DC5268_3189)
28.5266836826259,76.9035088873735,Bus,Rawta(U00032_3193)
28.5319,76.9071,Bus,Jhuljhuli Xing(U00038_3194)
28.6146,76.981167,Bus,Holy Cross School(U00210_3199)
28.6142,76.9851,Bus,Nazafgarh Health Centre(U00225_3200)
28.6127,76.986617,Bus,NajafGarh Delhi Gate(U00240_3201)
28.614867,77.003533,Bus,Nangli Sakrawati(U00296_3202)
28.522564,77.255374,Bus,Tara Apartment(U03101_3203)
28.6689141,77.0993937,Bus,Ekta Apartment Paschim Vihar(DC5441_3204)
28.6699036,77.106667,Bus,Paschim Vihar A3 Mother Dairy(DC5439_3205)
28.6699935,77.1128367,Bus,Paschim Vihar Road No 29(DC5437_3206)
28.6682217,77.1125259,Bus,Paschim Puri Paschim Vihar(DC5435_3207)
28.6672848,77.1161938,Bus,Paschim Puri Pkt 2 Mother Dairy(DC5433_3208)
28.666617,77.123245,Bus,Punjabi Bagh Extension(DC5431_3209)
28.666204,77.127174,Bus,Punjabi Bagh Market(DC5429_3210)
28.668261,77.128014,Bus,Syndicate Bank(DC5427_3211)
28.670277,77.128292,Bus,West Avenue Road(DC5425_3212)
28.670619,77.129888,Bus,West Enclave(DC5423_3213)
28.670301,77.132718,Bus,Punjabi Bagh Market(DC5421_3214)
28.668736,77.13617,Bus,Punjabi Bagh More(DC5419_3215)
28.641581,77.190017,Bus,Janki Devi College(DC4067_3216)
28.63894,77.18816,Bus,Sir Ganga Ram Hospital(DC4069_3217)
28.636825,77.182967,Bus,New Rajinder Nagar Post Office(U01930_3218)
28.638883,77.179283,Bus,Shankar Road(U01872_3219)
28.6407,77.176217,Bus,Rajender Nagar(U01818_3220)
28.6249166666667,77.10705,Bus,DA Block Hari Nagar(U01028_3221)
28.624983,77.1022,Bus,Hari Nagar Depot(U00989_3222)
28.617802,77.031875,Bus,Dwarka More Metro Station (Terminal)(U00402_3223)
28.676863,77.313034,Bus,Dilshad Garden GT Road (R-212)(DC4588_3224)
28.6793,77.3145,Bus,R Block Dilshad Garden(U03654_3225)
28.681256,77.313233,Bus,Govt School Dilshad Garden(U03642_3226)
28.743269,77.146038,Bus,Prem Nagar(DC3769_3230)
28.744542,77.144671,Bus,Samaypur School(U01453_3231)
28.745324,77.13732,Bus,Badli Railway Staion(U01341_3232)
28.744723,77.1342,Bus,Badli Telephone Exchange(DC3770_3233)
28.698249,77.206506,Bus,GTB Nagar(U02292_3235)
28.577244,76.86377,Bus,Issapur Village Temple(DC4632_3237)
28.5774,76.865823,Bus,Choudhary Mohalla(DC4639_3238)
28.576229,76.867131,Bus,Issapur School(DC4636_3239)
28.575459,76.86678,Bus,Corporation Bank(DC4634_3240)
28.569446,76.875241,Bus,Issapur Xing(U00013_3241)
28.578179,76.879675,Bus,Kazipur Village(U00015_3242)
28.592039,76.885926,Bus,Bakkar Garh Crossing(U00019_3243)
28.557321,77.269703,Bus,Kalka Ji Crossing(DC0114_3244)
28.516158,77.296575,Bus,Ali Village(U03489_3245)
28.844598,77.127208,Bus,Singhola Village GT Road(DC5079_3247)
28.841243,77.127808,Bus,Singhola Crossing(DC4978_3248)
28.811949,77.136329,Bus,Bakauli Village(DC4964_3249)
28.68755,77.1625,Bus,B4 Keshav Puram(U01623_3250)
28.685683,77.163383,Bus,B3 Keshav Puram(U01629_3251)
28.6812,77.165533,Bus,Kanhaiya Nagar(U01673_3252)
28.667133,77.182067,Bus,Sarai Rohilla Flyover(DC3912_3254)
28.667617,77.319033,Bus,Vivek Vihar Ram Mandir(DC4095_3255)
28.66013,77.30766,Bus,D Block Surajmal Vihar(DC4649_3256)
28.657602,77.310617,Bus,Ram Vihar(DC4732_3257)
28.655617,77.310417,Bus,Surya Niketan(DC0104_3258)
28.649666,77.305083,Bus,Saini Enclave(U03574_3260)
28.670962,77.268275,Bus,Seelam Pur Metro Mall(U03223_3263)
28.584489,77.223322,Bus,Lodhi Colony Market(U02667_3264)
28.585683,77.2168,Bus,Jor Bagh(U99952_3265)
28.569397,77.195886,Bus,Nauroji Nagar(U99739_3266)
28.610005,77.139071,Bus,Barar Square(U01369_3268)
28.613,77.1367166666667,Bus,COD Ring Road(NS0252_3269)
28.618477,77.136249,Bus,Naraina Village (Ring Road)(U01321_3270)
28.627183,77.13375,Bus,Naraina Vihar(U01303_3271)
28.64391,77.01631,Bus,Bakkarwala Crossing(DC5234_3272)
28.64983,77.01634,Bus,Chanchal Park Part 1(DC5235_3273)
28.65382,77.01646,Bus,Bakkarwala School(DC5237_3274)
28.659405,77.016616,Bus,Bakkarwala Village Crossing(DC5239_3275)
28.638484,77.1295001,Bus,Maya Puri Crossing (Ring Road)(U01242_3280)
28.6453,77.1268,Bus,Rajouri Garden Market(U01209_3281)
28.656007,77.125884,Bus,Rajdhani College Raja Garden(U01187_3282)
28.65915,77.128767,Bus,ESI Hospital(U01229_3283)
28.6631934281319,77.1301110622149,Bus,Punjabi Bagh Club(U01245_3284)
28.684178,77.145419,Bus,Shakur Pur JJ Colony/ Britannia(DC4292_3285)
28.684979,77.140643,Bus,Samrat Enclave(DC4293_3286)
28.683242,77.136765,Bus,Rajdhani Enclave / Mahindra Park(DC4295_3287)
28.684023,77.135913,Bus,Mahindra Park Road No-44(DC4297_3288)
28.686086,77.135974,Bus,Road No-44 Crossing(DC4300_3289)
28.688635,77.135279,Bus,Chander Lok(DC4301_3290)
28.692995,77.134923,Bus,Lok Vihar(DC4304_3291)
